"","title","votes","date","word"
"49.3","Forslag til folketingsbeslutning om halvering af modregning i pensionstillæg – ”Samspilsproblemet” samt ændring vedrørende Satspuljen.",282,2018-02-22,"modregning"
"49.4","Forslag til folketingsbeslutning om halvering af modregning i pensionstillæg – ”Samspilsproblemet” samt ændring vedrørende Satspuljen.",282,2018-02-22,"pensionstillæg"
"49.5","Forslag til folketingsbeslutning om halvering af modregning i pensionstillæg – ”Samspilsproblemet” samt ændring vedrørende Satspuljen.",282,2018-02-22,"samspilsproblemet"
"49.6","Forslag til folketingsbeslutning om halvering af modregning i pensionstillæg – ”Samspilsproblemet” samt ændring vedrørende Satspuljen.",282,2018-02-22,"samt"
"49.7","Forslag til folketingsbeslutning om halvering af modregning i pensionstillæg – ”Samspilsproblemet” samt ændring vedrørende Satspuljen.",282,2018-02-22,"ændring"
"49.8","Forslag til folketingsbeslutning om halvering af modregning i pensionstillæg – ”Samspilsproblemet” samt ændring vedrørende Satspuljen.",282,2018-02-22,"vedrørende"
"49.9","Forslag til folketingsbeslutning om halvering af modregning i pensionstillæg – ”Samspilsproblemet” samt ændring vedrørende Satspuljen.",282,2018-02-22,"satspuljen"
"50","Forslag om ombygning af garager mv. til små boligenheder",30,2018-02-22,"forslag"
"50.1","Forslag om ombygning af garager mv. til små boligenheder",30,2018-02-22,"ombygning"
"50.2","Forslag om ombygning af garager mv. til små boligenheder",30,2018-02-22,"garager"
"50.3","Forslag om ombygning af garager mv. til små boligenheder",30,2018-02-22,"mv"
"50.4","Forslag om ombygning af garager mv. til små boligenheder",30,2018-02-22,"små"
"50.5","Forslag om ombygning af garager mv. til små boligenheder",30,2018-02-22,"boligenheder"
"51","Oprensning og sikring af stærkt forurenede grunde",890,2018-02-26,"oprensning"
"51.1","Oprensning og sikring af stærkt forurenede grunde",890,2018-02-26,"sikring"
"51.2","Oprensning og sikring af stærkt forurenede grunde",890,2018-02-26,"stærkt"
"51.3","Oprensning og sikring af stærkt forurenede grunde",890,2018-02-26,"forurenede"
"51.4","Oprensning og sikring af stærkt forurenede grunde",890,2018-02-26,"grunde"
"52","Nedsættelse af moms på økologiske frugt og grøntsager.",893,2018-02-26,"nedsættelse"
"52.1","Nedsættelse af moms på økologiske frugt og grøntsager.",893,2018-02-26,"moms"
"52.2","Nedsættelse af moms på økologiske frugt og grøntsager.",893,2018-02-26,"økologiske"
"52.3","Nedsættelse af moms på økologiske frugt og grøntsager.",893,2018-02-26,"frugt"
"52.4","Nedsættelse af moms på økologiske frugt og grøntsager.",893,2018-02-26,"grøntsager"
"53","Indfør straffeloven på socialområdet",108,2018-02-26,"indfør"
"53.1","Indfør straffeloven på socialområdet",108,2018-02-26,"straffeloven"
"53.2","Indfør straffeloven på socialområdet",108,2018-02-26,"socialområdet"
"54","HJERTER DAME vil ændrer loven ved seksuelle overgreb på mindreårige.",65,2018-02-26,"hjerter"
"54.1","HJERTER DAME vil ændrer loven ved seksuelle overgreb på mindreårige.",65,2018-02-26,"dame"
"54.2","HJERTER DAME vil ændrer loven ved seksuelle overgreb på mindreårige.",65,2018-02-26,"ændrer"
"54.3","HJERTER DAME vil ændrer loven ved seksuelle overgreb på mindreårige.",65,2018-02-26,"loven"
"54.4","HJERTER DAME vil ændrer loven ved seksuelle overgreb på mindreårige.",65,2018-02-26,"ved"
"54.5","HJERTER DAME vil ændrer loven ved seksuelle overgreb på mindreårige.",65,2018-02-26,"seksuelle"
"54.6","HJERTER DAME vil ændrer loven ved seksuelle overgreb på mindreårige.",65,2018-02-26,"overgreb"
"54.7","HJERTER DAME vil ændrer loven ved seksuelle overgreb på mindreårige.",65,2018-02-26,"mindreårige"
"55","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"ændring"
"55.1","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"forældreansvarslovens"
"55.2","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"3"
"55.3","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"stk"
"55.4","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"1"
"55.5","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"18"
"55.6","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"for"
"55.7","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"give"
"55.8","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"børn"
"55.9","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"bedre"
"55.10","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"muligheder"
"55.11","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"forældrene"
"55.12","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"skilles"
"55.13","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"barnets"
"55.14","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"bedste"
"55.15","Ændring af Forældreansvarslovens § 3, stk. 1 og § 18.
For at give børn bedre muligheder når forældrene skilles. 
Barnets bedste #fairforalle",215,2018-02-26,"fairforalle"
"56","Afskaf borgerforslag",486,2018-02-26,"afskaf"
"56.1","Afskaf borgerforslag",486,2018-02-26,"borgerforslag"
"57","Deltidsinstitutioner i alle kommuner",161,2018-02-27,"deltidsinstitutioner"
"57.1","Deltidsinstitutioner i alle kommuner",161,2018-02-27,"kommuner"
"58","Erklæring om troskab i.f.m. statsborgerskab",169,2018-03-02,"erklæring"
"58.1","Erklæring om troskab i.f.m. statsborgerskab",169,2018-03-02,"troskab"
"58.2","Erklæring om troskab i.f.m. statsborgerskab",169,2018-03-02,"fm"
"58.3","Erklæring om troskab i.f.m. statsborgerskab",169,2018-03-02,"statsborgerskab"
"59","Reklamer Nej Tak ➝ Reklamer Ja Tak",1792,2018-03-02,"reklamer"
"59.1","Reklamer Nej Tak ➝ Reklamer Ja Tak",1792,2018-03-02,"nej"
"59.2","Reklamer Nej Tak ➝ Reklamer Ja Tak",1792,2018-03-02,"tak"
"59.3","Reklamer Nej Tak ➝ Reklamer Ja Tak",1792,2018-03-02,"reklamer"
"59.4","Reklamer Nej Tak ➝ Reklamer Ja Tak",1792,2018-03-02,"ja"
"59.5","Reklamer Nej Tak ➝ Reklamer Ja Tak",1792,2018-03-02,"tak"
"60","Forbyd at markedsføre noget som ""gratis"" i politisk sammenhæng",66,2018-03-02,"forbyd"
"60.1","Forbyd at markedsføre noget som ""gratis"" i politisk sammenhæng",66,2018-03-02,"markedsføre"
"60.2","Forbyd at markedsføre noget som ""gratis"" i politisk sammenhæng",66,2018-03-02,"gratis"
"60.3","Forbyd at markedsføre noget som ""gratis"" i politisk sammenhæng",66,2018-03-02,"politisk"
"60.4","Forbyd at markedsføre noget som ""gratis"" i politisk sammenhæng",66,2018-03-02,"sammenhæng"
"61","Forbyd kritik af folkekirken",10,2018-03-02,"forbyd"
"61.1","Forbyd kritik af folkekirken",10,2018-03-02,"kritik"
"61.2","Forbyd kritik af folkekirken",10,2018-03-02,"folkekirken"
"62","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"stopcleancutstøtplejebørnsret"
"62.1","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"lovforslag"
"62.2","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"vedr"
"62.3","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"kommuners"
"62.4","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"brug"
"62.5","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"clean"
"62.6","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"cut"
"62.7","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"ved"
"62.8","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"ændring"
"62.9","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"barns"
"62.10","#Stopcleancutstøtplejebørnsret
Lovforslag vedr. kommuners brug af ”Clean cut” ved ændring af et barns anbringelsessted.",155,2018-03-02,"anbringelsessted"
"63","Automatisk organdonor fra man fylder 18 år",61348,2018-03-02,"automatisk"
"63.1","Automatisk organdonor fra man fylder 18 år",61348,2018-03-02,"organdonor"
"63.2","Automatisk organdonor fra man fylder 18 år",61348,2018-03-02,"fylder"
"63.3","Automatisk organdonor fra man fylder 18 år",61348,2018-03-02,"18"
"63.4","Automatisk organdonor fra man fylder 18 år",61348,2018-03-02,"år"
"64","A-kassers ret til at tvangsudmelde medlemmer bør forbydes.",76,2018-03-09,"a"
"64.1","A-kassers ret til at tvangsudmelde medlemmer bør forbydes.",76,2018-03-09,"kassers"
"64.2","A-kassers ret til at tvangsudmelde medlemmer bør forbydes.",76,2018-03-09,"ret"
"64.3","A-kassers ret til at tvangsudmelde medlemmer bør forbydes.",76,2018-03-09,"tvangsudmelde"
"64.4","A-kassers ret til at tvangsudmelde medlemmer bør forbydes.",76,2018-03-09,"medlemmer"
"64.5","A-kassers ret til at tvangsudmelde medlemmer bør forbydes.",76,2018-03-09,"bør"
"64.6","A-kassers ret til at tvangsudmelde medlemmer bør forbydes.",76,2018-03-09,"forbydes"
"65","Et statsligt alternativ til de private banker - en Statsbank",989,2018-03-09,"et"
"65.1","Et statsligt alternativ til de private banker - en Statsbank",989,2018-03-09,"statsligt"
"65.2","Et statsligt alternativ til de private banker - en Statsbank",989,2018-03-09,"alternativ"
"65.3","Et statsligt alternativ til de private banker - en Statsbank",989,2018-03-09,"private"
"65.4","Et statsligt alternativ til de private banker - en Statsbank",989,2018-03-09,"banker"
"65.5","Et statsligt alternativ til de private banker - en Statsbank",989,2018-03-09,"statsbank"
"66","Forbyd reklamer for spil",533,2018-03-12,"forbyd"
"66.1","Forbyd reklamer for spil",533,2018-03-12,"reklamer"
"66.2","Forbyd reklamer for spil",533,2018-03-12,"spil"
"67","Folkepensionisterne svigtes af Folketinget.",7110,2018-03-12,"folkepensionisterne"
"67.1","Folkepensionisterne svigtes af Folketinget.",7110,2018-03-12,"svigtes"
"67.2","Folkepensionisterne svigtes af Folketinget.",7110,2018-03-12,"folketinget"
"68","UDVIDET DÆKNING AF SYGESIKRINGEN.",343,2018-03-12,"udvidet"
"68.1","UDVIDET DÆKNING AF SYGESIKRINGEN.",343,2018-03-12,"dækning"
"68.2","UDVIDET DÆKNING AF SYGESIKRINGEN.",343,2018-03-12,"af"
"68.3","UDVIDET DÆKNING AF SYGESIKRINGEN.",343,2018-03-12,"sygesikringen"
"69","Højere straffe i bestemte områder - skærpet strafzone for økonomisk kriminalitet",226,2018-03-12,"højere"
"69.1","Højere straffe i bestemte områder - skærpet strafzone for økonomisk kriminalitet",226,2018-03-12,"straffe"
"69.2","Højere straffe i bestemte områder - skærpet strafzone for økonomisk kriminalitet",226,2018-03-12,"bestemte"
"69.3","Højere straffe i bestemte områder - skærpet strafzone for økonomisk kriminalitet",226,2018-03-12,"områder"
"69.4","Højere straffe i bestemte områder - skærpet strafzone for økonomisk kriminalitet",226,2018-03-12,"skærpet"
"69.5","Højere straffe i bestemte områder - skærpet strafzone for økonomisk kriminalitet",226,2018-03-12,"strafzone"
"69.6","Højere straffe i bestemte områder - skærpet strafzone for økonomisk kriminalitet",226,2018-03-12,"økonomisk"
"69.7","Højere straffe i bestemte områder - skærpet strafzone for økonomisk kriminalitet",226,2018-03-12,"kriminalitet"
"70","5 ÅR MERE TIL MARGRETHE VESTAGER",218,2018-03-12,"5"
"70.1","5 ÅR MERE TIL MARGRETHE VESTAGER",218,2018-03-12,"år"
"70.2","5 ÅR MERE TIL MARGRETHE VESTAGER",218,2018-03-12,"mere"
"70.3","5 ÅR MERE TIL MARGRETHE VESTAGER",218,2018-03-12,"til"
"70.4","5 ÅR MERE TIL MARGRETHE VESTAGER",218,2018-03-12,"margrethe"
"70.5","5 ÅR MERE TIL MARGRETHE VESTAGER",218,2018-03-12,"vestager"
"71","Forbyde alt salg og import af pels fra dyr",541,2018-03-12,"forbyde"
"71.1","Forbyde alt salg og import af pels fra dyr",541,2018-03-12,"salg"
"71.2","Forbyde alt salg og import af pels fra dyr",541,2018-03-12,"import"
"71.3","Forbyde alt salg og import af pels fra dyr",541,2018-03-12,"pels"
"71.4","Forbyde alt salg og import af pels fra dyr",541,2018-03-12,"dyr"
"72","Alle pelsfarme skal lukkes i Danmark",1079,2018-03-12,"alle"
"72.1","Alle pelsfarme skal lukkes i Danmark",1079,2018-03-12,"pelsfarme"
"72.2","Alle pelsfarme skal lukkes i Danmark",1079,2018-03-12,"lukkes"
"72.3","Alle pelsfarme skal lukkes i Danmark",1079,2018-03-12,"danmark"
"73","Borgerforslag - fædrebarsel",788,2018-03-12,"borgerforslag"
"73.1","Borgerforslag - fædrebarsel",788,2018-03-12,"fædrebarsel"
"74","Førstehjælpskursus mindst hver andet år",102,2018-03-12,"førstehjælpskursus"
"74.1","Førstehjælpskursus mindst hver andet år",102,2018-03-12,"mindst"
"74.2","Førstehjælpskursus mindst hver andet år",102,2018-03-12,"hver"
"74.3","Førstehjælpskursus mindst hver andet år",102,2018-03-12,"andet"
"74.4","Førstehjælpskursus mindst hver andet år",102,2018-03-12,"år"
"75","Folkepensionisters købekraft skal sikres.",389,2018-03-15,"folkepensionisters"
"75.1","Folkepensionisters købekraft skal sikres.",389,2018-03-15,"købekraft"
"75.2","Folkepensionisters købekraft skal sikres.",389,2018-03-15,"sikres"
"76","Register over frivilligt blacklistede personer hos kviklånsudbydere.",124,2018-03-15,"register"
"76.1","Register over frivilligt blacklistede personer hos kviklånsudbydere.",124,2018-03-15,"frivilligt"
"76.2","Register over frivilligt blacklistede personer hos kviklånsudbydere.",124,2018-03-15,"blacklistede"
"76.3","Register over frivilligt blacklistede personer hos kviklånsudbydere.",124,2018-03-15,"personer"
"76.4","Register over frivilligt blacklistede personer hos kviklånsudbydere.",124,2018-03-15,"kviklånsudbydere"
"77","Danske statsborgere skal kunne bo i Danmark
med deres familie på samme vilkår som EU-borgere.",7278,2018-03-15,"danske"
"77.1","Danske statsborgere skal kunne bo i Danmark
med deres familie på samme vilkår som EU-borgere.",7278,2018-03-15,"statsborgere"
"77.2","Danske statsborgere skal kunne bo i Danmark
med deres familie på samme vilkår som EU-borgere.",7278,2018-03-15,"bo"
"77.3","Danske statsborgere skal kunne bo i Danmark
med deres familie på samme vilkår som EU-borgere.",7278,2018-03-15,"danmark"
"77.4","Danske statsborgere skal kunne bo i Danmark
med deres familie på samme vilkår som EU-borgere.",7278,2018-03-15,"familie"
"77.5","Danske statsborgere skal kunne bo i Danmark
med deres familie på samme vilkår som EU-borgere.",7278,2018-03-15,"samme"
"77.6","Danske statsborgere skal kunne bo i Danmark
med deres familie på samme vilkår som EU-borgere.",7278,2018-03-15,"vilkår"
"77.7","Danske statsborgere skal kunne bo i Danmark
med deres familie på samme vilkår som EU-borgere.",7278,2018-03-15,"eu"
"77.8","Danske statsborgere skal kunne bo i Danmark
med deres familie på samme vilkår som EU-borgere.",7278,2018-03-15,"borgere"
"78","Send konfliktpengene tilbage til velfærden",43445,2018-03-15,"send"
"78.1","Send konfliktpengene tilbage til velfærden",43445,2018-03-15,"konfliktpengene"
"78.2","Send konfliktpengene tilbage til velfærden",43445,2018-03-15,"tilbage"
"78.3","Send konfliktpengene tilbage til velfærden",43445,2018-03-15,"velfærden"
"79","Ekspropriation og erstatning",351,2018-03-19,"ekspropriation"
"79.1","Ekspropriation og erstatning",351,2018-03-19,"erstatning"
"80","Afskaf Gensidig forsøgerpligt",778,2018-03-19,"afskaf"
"80.1","Afskaf Gensidig forsøgerpligt",778,2018-03-19,"gensidig"
"80.2","Afskaf Gensidig forsøgerpligt",778,2018-03-19,"forsøgerpligt"
"81","Borgerforslag - Digital post til begge forældre",1662,2018-03-21,"borgerforslag"
"81.1","Borgerforslag - Digital post til begge forældre",1662,2018-03-21,"digital"
"81.2","Borgerforslag - Digital post til begge forældre",1662,2018-03-21,"post"
